Class,Accuracy
airport,0.35447761194029853
bus,0.8595317725752508
metro,0.2903225806451613
metro_station,0.5555555555555556
park,0.8851063829787233
public_square,0.2814070351758794
shopping_mall,0.6896551724137931
street_pedestrian,0.16498316498316498
street_traffic,0.7912087912087912
tram,0.5156794425087108
