cluster_id,accuracy
0,0.08888888888888889
1,0.04395604395604396
2,0.11219512195121951
3,0.10204081632653061
4,0.05555555555555555
5,0.08695652173913043
6,0.15151515151515152
7,0.09090909090909091
8,0.17
9,0.14606741573033707
10,0.06172839506172839
11,0.125
12,0.14935064935064934
13,0.06666666666666667
14,0.13043478260869565
15,0.07954545454545454
16,0.14
17,0.1452991452991453
18,0.07042253521126761
19,0.14545454545454545
